eno,fno,capacite_etablissement,effectif_total,dont_effectif_candidates,total_candidats_phase_principale,neo_generaux_principal,neo_generaux_boursier_principal,neo_technologiques_principal,neo_technologiques_boursiers_principal,neo_professionnels_principal,neo_professionnels_boursiers_principal,autre_candidats_principal,total_candidats_complementaire,neo_generaux_complementaire,neo_technologique_complementaire,neo_professionnels_complementaire,autre_candidats_complementaires,total_candidats_admis,dont_candidates_admises,admis_principal,admis_complementaire,admis_proposition_principale,neo_admis,neo_boursiers_admis,neo_admis_generaux,neo_admis_technologiques,neo_admis_professionnels,admis_autres
0220094H,3334,35,632,460,632,149,18,208,29,61,21,214,0,0,0,0,0,37,32,37,0,3.0,23,5,12,7,4,14
0062197F,29301,20,93,3,92,0,0,80,19,0,0,12,1,0,0,0,1,8,0,8,0,3.0,7,2,0,7,0,1
0500017X,13336,15,208,183,208,39,8,20,4,94,22,55,0,0,0,0,0,14,14,14,0,1.0,10,2,1,0,9,4
9741180P,20631,56,885,467,885,308,107,431,231,13,11,133,0,0,0,0,0,53,33,53,0,12.0,53,28,27,26,0,0
0130221V,25831,15,157,95,157,137,11,0,0,0,0,20,0,0,0,0,0,15,11,15,0,6.0,15,2,15,0,0,0
0840957J,10469,80,2706,1395,2706,1513,269,778,257,26,13,389,0,0,0,0,0,77,37,77,0,16.0,77,26,40,37,0,0
0753541S,20024,50,333,182,187,118,6,5,3,4,0,60,146,34,11,4,97,36,17,16,20,12.0,9,1,8,1,0,27
0131690S,2673,24,75,39,71,15,1,21,5,20,4,15,4,0,1,1,2,6,5,6,0,2.0,4,0,1,1,2,2
0623279C,7473,35,147,28,145,24,5,19,1,47,17,55,2,0,0,2,0,16,0,16,0,13.0,15,5,4,5,6,1
9730308X,14640,22,304,187,287,30,15,52,26,159,111,46,17,0,6,0,11,19,8,14,2,9.0,16,12,0,1,15,3
0441653H,19348,15,327,54,327,60,4,144,11,71,12,52,0,0,0,0,0,15,5,15,0,2.0,14,1,6,6,2,1
0062089N,24345,15,380,186,324,103,22,105,26,30,11,86,56,11,6,4,35,14,7,12,2,1.0,11,2,2,7,2,3
0150688S,2963,18,107,90,106,32,5,17,4,44,16,13,1,0,0,0,1,13,12,13,0,12.0,11,3,5,0,6,2
0580032V,6682,24,453,73,424,49,13,52,21,46,17,277,29,3,9,0,17,22,2,18,4,5.0,16,7,5,4,7,6
0450042B,5647,24,103,9,93,7,3,43,10,18,6,25,10,0,1,6,3,17,0,12,5,4.0,15,5,0,10,5,2
0801911T,30782,90,197,23,188,185,13,0,0,0,0,3,9,7,0,0,2,49,4,46,3,45.0,48,7,48,0,0,1
0120870F,2496,26,230,44,202,78,2,64,18,2,0,58,28,6,6,0,16,16,6,15,1,5.0,13,2,6,7,0,3
0630023H,7575,30,660,641,640,110,26,158,61,194,55,178,20,1,1,7,11,26,25,25,1,1.0,18,6,7,0,11,8
0931584S,11275,24,223,18,117,8,5,35,14,49,20,25,106,6,25,27,48,20,0,12,5,11.0,15,6,0,4,11,5
0500017X,5994,18,134,51,131,7,1,59,12,29,12,36,3,0,0,1,2,13,5,11,2,1.0,9,4,0,5,4,4
0751718K,31090,12,551,425,551,356,55,31,14,3,1,161,0,0,0,0,0,12,9,12,0,2.0,12,1,12,0,0,0
0352349N,13722,80,30,25,27,25,3,0,0,1,0,1,3,1,0,0,2,10,7,10,0,10.0,10,1,10,0,0,0
0071126L,2345,30,316,270,264,31,8,88,15,60,16,85,52,11,17,0,24,22,20,16,6,6.0,16,3,4,5,7,6
0624139M,7535,225,1604,494,1604,1038,186,198,54,32,12,336,0,0,0,0,0,225,74,225,0,92.0,168,49,148,14,6,57
0860856N,28736,40,391,211,391,321,47,6,1,1,0,63,0,0,0,0,0,36,17,36,0,3.0,35,4,33,2,0,1
0020048S,2052,48,293,194,283,180,28,2,1,2,0,99,10,5,1,0,4,40,23,37,3,9.0,26,5,24,2,0,14
0330192E,25932,12,363,269,363,313,48,0,0,0,0,50,0,0,0,0,0,12,8,12,0,9.0,10,1,10,0,0,2
0050607H,27978,10,657,237,657,406,58,77,21,21,13,153,0,0,0,0,0,10,5,10,0,0.0,9,0,9,0,0,1
0952196W,11564,24,286,11,286,9,2,105,40,103,33,69,0,0,0,0,0,23,0,23,0,5.0,16,8,0,2,14,7
0490075R,22845,4,222,77,222,0,0,0,0,0,0,222,0,0,0,0,0,2,0,2,0,0.0,0,0,0,0,0,2
0880153N,10746,15,63,4,58,0,0,41,13,9,2,8,5,0,0,2,3,9,0,8,1,5.0,9,6,0,5,4,0
0330135T,4319,30,391,23,371,31,3,124,23,95,27,121,20,0,0,15,5,27,1,24,2,3.0,17,4,1,8,8,10
0440984F,5562,420,1930,1403,1693,1291,271,75,21,47,18,280,237,45,20,7,165,384,253,285,99,279.0,251,73,209,26,16,133
0810012Y,10268,24,141,7,138,8,3,26,4,71,13,33,3,0,0,1,2,14,0,14,0,7.0,14,0,0,2,12,0
0750691U,9102,48,1177,380,1149,910,155,14,3,1,1,224,28,13,1,0,14,36,9,32,4,1.0,29,3,29,0,0,7
0800009A,10155,30,243,113,243,0,0,180,47,0,0,63,0,0,0,0,0,30,19,30,0,8.0,21,5,0,21,0,9
0580071M,30602,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,1,0,0,1,0
0211237F,3263,105,1132,840,1132,804,191,52,20,19,12,257,0,0,0,0,0,104,76,104,0,54.0,86,25,79,6,1,18
0290346U,27587,280,3762,2553,3762,2959,396,69,14,18,11,716,0,0,0,0,0,275,194,275,0,56.0,270,37,270,0,0,5
0710012C,25393,15,116,11,114,5,1,31,5,45,10,33,2,0,0,1,1,11,1,11,0,3.0,7,3,0,3,4,4
9741233X,11978,34,529,321,503,43,28,194,139,162,117,104,26,7,4,0,15,28,18,26,2,4.0,23,16,2,11,10,5
0341089Z,28863,90,3529,2957,3529,1612,464,387,142,172,92,1358,0,0,0,0,0,86,79,86,0,2.0,72,19,59,9,4,14
0700038L,25274,12,26,1,25,0,0,0,0,16,4,9,1,0,0,1,0,7,0,7,0,7.0,6,1,0,0,6,1
0921204J,15006,130,4847,2834,4847,3894,681,80,25,27,10,846,0,0,0,0,0,127,85,127,0,3.0,124,21,123,0,1,3
0593060F,33765,30,126,34,121,29,4,24,7,53,16,15,5,0,0,2,3,18,4,17,1,9.0,18,6,2,5,11,0
0342321N,31858,150,5820,4541,5820,4450,904,200,75,50,24,1120,0,0,0,0,0,146,126,146,0,13.0,136,40,136,0,0,10
0721658L,25265,31,2042,1795,2042,308,62,359,56,411,143,964,0,0,0,0,0,30,26,30,0,0.0,10,5,3,3,4,20
0620109G,7379,24,306,161,306,32,14,87,41,81,46,106,0,0,0,0,0,23,15,23,0,4.0,19,11,3,5,11,4
0771940R,9858,24,319,22,315,20,6,81,20,108,42,106,4,1,0,0,3,21,3,20,1,5.0,14,6,2,5,7,7
0221036G,3356,29,1011,481,1008,733,90,43,7,5,2,227,3,0,0,0,3,28,14,28,0,18.0,18,2,14,4,0,10
0681166Y,20736,10,96,73,89,42,14,14,9,4,1,29,7,0,0,1,6,8,5,7,1,0.0,4,1,3,1,0,4
0492224B,5979,23,340,23,292,60,9,107,23,60,16,65,48,5,10,3,30,22,2,16,6,2.0,16,2,4,5,7,6
0673021V,29215,93,765,570,765,513,119,19,6,2,1,231,0,0,0,0,0,91,67,91,0,10.0,87,23,85,1,1,4
0572757M,6646,15,740,523,740,195,45,260,79,32,9,253,0,0,0,0,0,16,11,16,0,1.0,11,5,2,8,1,5
0370748M,4856,16,149,27,145,30,2,58,4,35,7,22,4,0,3,0,1,14,4,14,0,4.0,14,1,3,8,3,0
0950656X,25151,12,20,2,15,1,1,1,0,8,4,5,5,0,2,1,2,6,1,5,0,0.0,4,0,0,2,2,2
0211090W,3218,35,301,181,277,28,9,78,19,76,20,95,24,0,2,9,13,27,16,21,6,7.0,19,4,3,11,5,8
0595964M,7186,36,185,88,159,114,25,8,3,5,4,32,26,6,1,2,17,26,14,19,7,11.0,18,1,17,1,0,8
0383546Y,31713,75,421,274,342,212,44,23,6,5,1,102,79,15,6,2,56,51,28,28,22,14.0,22,5,20,1,1,29
0751719L,9247,30,153,115,153,91,20,11,5,9,1,42,0,0,0,0,0,30,21,30,0,9.0,28,8,26,2,0,2
0301577B,31849,30,1224,813,1224,893,236,28,14,10,4,293,0,0,0,0,0,30,19,30,0,1.0,24,9,24,0,0,6
0290336H,3847,35,722,345,722,63,6,328,43,208,38,123,0,0,0,0,0,36,16,36,0,4.0,35,4,5,12,18,1
0260113G,31959,30,307,279,305,31,9,111,48,90,42,73,2,0,1,0,1,27,27,26,0,1.0,24,16,1,17,6,3
0312759F,4244,31,391,19,391,35,7,76,16,178,76,102,0,0,0,0,0,29,3,29,0,4.0,29,15,1,10,18,0
0950640E,11553,33,916,541,916,46,14,273,114,325,164,272,0,0,0,0,0,33,24,33,0,4.0,19,9,1,6,12,14
0911975C,26346,80,628,281,589,403,91,35,7,3,2,148,39,14,1,0,24,74,30,56,18,0.0,37,7,31,6,0,37
0370038R,4842,35,1642,805,1642,198,57,615,180,465,183,364,0,0,0,0,0,33,13,33,0,6.0,29,14,5,10,14,4
0755976N,29398,24,2504,1834,2504,1514,387,30,15,2,1,958,0,0,0,0,0,22,13,21,0,0.0,13,5,13,0,0,9
0542493S,6339,30,66,39,35,11,8,2,0,3,0,19,31,2,2,2,25,16,8,4,12,4.0,3,3,2,0,1,13
0750670W,9005,48,809,581,783,666,103,0,0,2,1,115,26,11,0,0,15,37,29,36,1,1.0,33,3,33,0,0,4
0751720M,26506,25,115,84,69,19,7,3,2,3,1,44,46,8,0,3,35,25,16,11,14,5.0,5,3,3,0,2,20
0672462M,8005,107,1891,932,1854,1087,200,439,144,18,8,310,37,0,17,0,20,100,46,100,0,29.0,96,9,77,19,0,4
0650948C,12064,40,97,38,92,76,5,6,0,1,1,9,5,1,1,0,3,8,1,7,1,4.0,7,1,6,0,1,1
0602176P,25210,15,206,172,206,31,6,43,5,22,9,110,0,0,0,0,0,13,12,13,0,2.0,2,0,2,0,0,11
0952260R,11638,230,2078,385,2078,1486,263,52,10,5,2,535,0,0,0,0,0,229,28,228,0,6.0,155,37,148,5,2,74
0692717D,8545,24,992,105,992,98,29,349,142,225,105,320,0,0,0,0,0,24,2,24,0,1.0,17,13,2,8,7,7
0130048G,2560,31,1482,809,1482,143,65,540,317,369,234,430,0,0,0,0,0,34,18,32,0,6.0,23,17,2,11,10,11
0050005D,17706,16,154,14,154,34,5,27,3,51,7,42,0,0,0,0,0,15,2,15,0,1.0,12,3,2,2,8,3
0331863W,4426,32,314,103,308,95,10,72,9,59,18,82,6,1,1,0,4,29,9,28,1,5.0,23,6,8,8,7,6
0592806E,29317,15,82,47,19,15,2,0,0,0,0,4,63,33,0,0,30,10,7,1,9,1.0,9,2,9,0,0,1
0170145R,3057,162,4880,2390,4880,2868,241,1455,247,39,16,518,0,0,0,0,0,163,101,163,0,51.0,162,26,67,95,0,1
0440984F,33361,18,227,57,215,95,28,7,3,0,0,113,12,3,0,0,9,18,2,14,4,1.0,4,2,4,0,0,14
0930121B,11178,36,238,162,223,183,45,1,0,0,0,39,15,6,0,1,8,38,19,33,5,3.0,20,3,20,0,0,18
0130048G,2561,30,1623,1065,1580,296,122,376,164,125,82,783,43,5,12,0,26,30,19,24,4,3.0,14,10,7,6,1,16
0381775Y,5005,28,1121,990,1121,362,48,346,80,70,27,343,0,0,0,0,0,30,25,30,0,9.0,19,4,8,10,1,11
0931827F,28092,70,344,243,248,73,41,22,14,13,8,140,96,10,18,5,63,65,47,33,32,11.0,24,15,12,9,3,41
0341089Z,4574,45,248,172,182,115,26,6,3,5,2,56,66,11,6,3,46,38,27,23,15,3.0,16,3,15,1,0,22
0261372A,31014,5,86,26,78,57,20,1,0,0,0,20,8,5,0,0,3,2,0,2,0,0.0,1,0,1,0,0,1
0801068B,28081,25,459,390,459,120,29,27,13,3,1,309,0,0,0,0,0,24,21,24,0,6.0,5,2,5,0,0,19
0440029T,5438,24,293,23,293,30,4,100,24,79,29,84,0,0,0,0,0,26,4,26,0,4.0,21,8,3,8,10,5
0480025S,13609,26,327,190,297,31,4,36,10,27,10,203,30,0,7,7,16,12,7,9,3,1.0,5,2,3,2,0,7
0921204J,11077,35,127,88,127,76,21,13,6,5,3,33,0,0,0,0,0,35,26,35,0,13.0,27,7,25,2,0,8
0410959V,5258,25,123,5,111,6,0,28,6,53,17,24,12,0,0,9,3,23,2,22,1,3.0,14,7,0,2,12,9
0941018W,11466,24,292,27,268,12,2,78,24,104,36,74,24,0,11,0,13,23,0,21,2,6.0,20,5,0,9,11,3
9720832X,28284,20,167,129,141,88,28,20,6,3,2,30,26,9,3,0,14,16,13,13,3,2.0,11,4,8,3,0,5
0762765T,17932,10,135,7,135,13,2,21,5,65,22,36,0,0,0,0,0,12,0,12,0,4.0,12,5,2,3,7,0
0261505V,16811,24,184,25,184,9,1,73,18,52,16,50,0,0,0,0,0,22,2,22,0,3.0,22,7,1,11,10,0
0492433D,5881,55,581,444,581,357,68,80,17,30,7,114,0,0,0,0,0,60,51,60,0,24.0,48,11,39,4,5,12
0311092U,13192,12,150,3,150,13,3,28,1,75,15,34,0,0,0,0,0,11,0,10,0,3.0,9,2,1,0,8,2
0441946B,5598,18,655,328,655,188,24,258,44,115,30,94,0,0,0,0,0,19,9,19,0,5.0,17,2,9,6,2,2
9741255W,31126,5,141,45,141,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
0940742W,17683,24,826,732,826,36,16,138,56,376,198,276,0,0,0,0,0,20,18,20,0,3.0,14,2,1,7,6,6
0592608P,24397,105,552,308,552,453,53,30,7,1,0,68,0,0,0,0,0,121,72,121,0,85.0,106,4,102,4,0,15
0772229E,9877,35,103,59,76,51,9,0,0,1,1,24,27,14,0,0,13,12,11,8,4,5.0,11,2,11,0,0,1
0671685T,13473,24,316,115,313,45,8,38,7,28,4,202,3,0,0,2,1,18,5,18,0,6.0,12,1,1,3,8,6
0691774D,8340,30,848,339,848,677,89,3,1,1,1,167,0,0,0,0,0,28,11,28,0,4.0,25,2,25,0,0,3
0421095M,27853,36,2063,1256,2063,1667,214,60,21,7,5,329,0,0,0,0,0,36,14,36,0,3.0,36,2,36,0,0,0
0751720M,9269,80,284,192,180,84,35,12,3,14,7,70,104,18,4,2,80,80,49,36,44,15.0,30,15,24,2,4,50
0670085D,7934,70,561,114,554,404,47,2,0,0,0,148,7,2,0,0,5,71,9,71,0,30.0,66,6,66,0,0,5
0630021F,7563,24,661,261,661,440,63,1,0,0,0,220,0,0,0,0,0,26,8,26,0,4.0,24,4,24,0,0,2
0940121W,11399,24,127,74,120,0,0,107,27,0,0,13,7,0,6,0,1,17,11,17,0,12.0,17,5,0,17,0,0
9710884J,11758,16,83,25,62,9,6,11,4,22,11,20,21,1,8,6,6,14,3,12,2,4.0,11,5,5,1,5,3
0641545G,7764,30,98,40,96,7,1,36,14,30,13,23,2,1,0,0,1,15,2,14,1,10.0,15,7,4,4,7,0
0542161F,29863,15,89,23,83,13,0,14,2,43,23,13,6,1,0,1,4,14,4,13,1,5.0,13,6,0,5,8,1
0573435Z,6670,22,302,195,296,150,26,79,14,0,0,67,6,0,3,0,3,24,16,22,1,1.0,18,2,13,5,0,6
0720916E,8739,80,45,30,34,30,8,1,1,1,1,2,11,1,1,1,8,8,6,4,4,4.0,4,1,4,0,0,4
7200117P,11696,16,189,130,168,82,15,33,7,0,0,53,21,2,8,0,11,15,10,13,1,1.0,11,1,5,6,0,4
0060011E,2188,8,852,139,852,345,47,124,29,80,27,303,0,0,0,0,0,8,1,8,0,1.0,4,1,2,1,1,4
0932030B,11322,33,1274,648,1274,57,27,301,162,474,269,442,0,0,0,0,0,29,9,29,0,0.0,23,14,1,8,14,6
0541205S,6299,78,1042,83,1019,603,53,249,48,6,2,161,23,5,1,0,17,82,3,82,0,11.0,72,8,47,25,0,10
0561895F,24664,50,739,83,739,588,22,70,3,0,0,81,0,0,0,0,0,55,4,55,0,40.0,50,1,41,9,0,5
0952196W,11565,24,351,9,351,7,0,63,28,208,77,73,0,0,0,0,0,23,1,22,0,13.0,22,10,0,5,17,1
0292047T,3908,33,741,362,721,59,6,234,49,179,45,249,20,0,2,7,11,21,7,20,0,0.0,20,3,2,11,7,1
0370749N,18584,20,289,160,288,72,12,83,15,44,14,89,1,0,0,1,0,20,13,20,0,5.0,15,3,11,2,2,5
0941111X,28290,30,2283,1609,2283,1529,389,61,28,3,2,690,0,0,0,0,0,28,21,28,0,1.0,10,4,10,0,0,18
0442448X,21346,3,26,8,19,5,1,7,1,1,1,6,7,0,2,1,4,2,0,2,0,1.0,0,0,0,0,0,2
0753537M,9444,72,1317,963,1300,287,74,370,131,68,34,575,17,0,0,6,11,65,48,64,1,21.0,36,8,14,18,4,29
0442777E,17421,30,427,130,374,274,30,14,3,0,0,86,53,13,3,2,35,10,3,7,3,6.0,6,1,6,0,0,4
0700827U,8594,27,198,16,197,30,2,72,5,42,8,53,1,0,0,0,1,22,0,22,0,6.0,22,0,4,13,5,0
0290008B,3763,35,1031,508,1031,87,16,456,99,293,78,195,0,0,0,0,0,30,9,30,0,0.0,22,6,2,12,8,8
0850609A,10528,44,145,26,138,33,6,39,5,20,2,46,7,3,2,0,2,14,1,14,0,10.0,14,1,4,7,3,0
0840685N,10451,200,1776,1027,1776,1176,327,206,114,72,41,322,0,0,0,0,0,199,97,199,0,98.0,158,66,133,13,12,41
0680149T,8131,36,270,247,268,29,7,77,31,92,37,70,2,0,0,0,2,28,27,28,0,5.0,20,8,2,8,10,8
0350936C,18561,76,1434,1065,1434,1005,127,21,5,2,1,406,0,0,0,0,0,75,54,75,0,36.0,56,8,55,1,0,19
0952261S,31243,20,376,124,376,361,83,0,0,0,0,15,0,0,0,0,0,21,9,21,0,9.0,21,7,21,0,0,0
0331424U,4337,52,427,150,409,142,13,101,11,54,11,112,18,3,4,2,9,45,18,44,1,15.0,35,6,18,12,5,10
0597065J,15968,200,2743,2393,2743,1443,382,302,117,56,29,942,0,0,0,0,0,200,181,200,0,82.0,125,34,108,15,2,75
0900385E,32320,10,59,19,34,19,5,4,2,0,0,11,25,10,0,1,14,9,3,4,5,0.0,4,1,3,0,1,5
0670020H,7904,35,491,257,449,79,17,111,44,82,37,177,42,1,1,17,23,28,13,28,0,5.0,23,4,9,9,5,5
0401100D,34145,12,16,14,0,0,0,0,0,0,0,0,16,4,0,4,8,2,2,0,2,0.0,2,1,1,0,1,0
0561718N,26675,20,538,486,538,194,41,166,46,30,11,148,0,0,0,0,0,18,18,18,0,0.0,15,2,13,2,0,3
0690539L,8297,30,327,10,276,9,0,92,21,124,48,51,51,6,13,12,20,21,0,16,5,4.0,17,5,2,5,10,4
0140013N,31347,48,290,134,283,236,20,0,0,0,0,47,7,5,0,0,2,31,13,31,0,16.0,30,4,30,0,0,1
0721410S,23047,41,2169,1900,2169,343,53,399,68,430,145,997,0,0,0,0,0,46,39,46,0,0.0,17,1,9,3,5,29
0672462M,25735,32,21,14,0,0,0,0,0,0,0,0,21,4,6,0,11,1,0,0,1,0.0,0,0,0,0,0,1
0720033V,31337,48,179,59,162,138,12,1,0,0,0,23,17,4,0,1,12,13,4,11,1,3.0,9,1,9,0,0,4
0440984F,5567,190,1666,1221,1615,1093,247,137,49,50,23,335,51,6,5,2,38,187,117,163,24,20.0,116,31,78,27,11,71
0762762P,33521,30,96,66,96,29,7,33,16,5,1,29,0,0,0,0,0,26,20,26,0,8.0,15,5,4,10,1,11
0420041S,31592,24,392,159,389,338,38,0,0,0,0,51,3,2,0,0,1,17,4,16,1,0.0,17,1,17,0,0,0
0300023M,3934,53,1176,637,1176,87,37,480,243,334,164,275,0,0,0,0,0,49,23,49,0,4.0,44,32,1,25,18,5
0640251A,24780,15,222,31,214,162,38,3,1,4,3,45,8,1,1,0,6,15,3,11,3,1.0,8,2,7,0,1,7
0492360Z,12691,58,551,442,502,354,47,35,9,3,1,110,49,8,3,0,38,50,35,40,10,25.0,28,0,21,6,1,22
0570311D,6587,24,304,123,249,128,28,42,15,6,1,73,55,9,4,2,40,23,10,19,4,5.0,16,4,15,1,0,7
0751719L,9266,227,1789,1449,1789,981,163,115,27,42,16,651,0,0,0,0,0,225,181,225,0,29.0,160,41,137,16,7,65
0030051P,2131,15,255,51,235,23,6,55,12,14,6,143,20,2,6,2,10,12,2,8,4,4.0,8,1,2,3,3,4
0352337A,29283,80,1318,280,1294,1140,57,0,0,0,0,154,24,14,0,0,10,38,10,35,3,23.0,34,0,34,0,0,4
0770922J,9787,24,611,59,611,51,11,190,59,146,70,224,0,0,0,0,0,21,1,20,0,4.0,18,6,1,11,6,3
0771984N,23271,93,3712,3252,3712,415,99,629,225,549,258,2119,0,0,0,0,0,89,80,89,0,3.0,49,6,17,24,8,40
0440984F,12804,6,73,48,42,31,4,1,0,0,0,10,31,4,1,2,24,1,0,1,0,1.0,1,0,1,0,0,0
0810959C,10283,24,213,14,205,5,2,38,7,94,26,68,8,0,5,0,3,8,0,8,0,1.0,7,3,0,2,5,1
0062205P,27481,45,288,224,198,61,21,11,8,13,7,113,90,22,8,1,59,43,36,19,24,1.0,18,4,13,4,1,25
0693565A,8581,118,3361,1956,3361,1861,257,1118,304,19,8,363,0,0,0,0,0,121,93,121,0,54.0,119,26,64,55,0,2
0251746M,24832,27,101,95,101,23,4,26,7,5,1,47,0,0,0,0,0,34,34,34,0,17.0,15,3,7,7,1,19
0891200W,10794,7,33,7,31,0,0,7,1,19,8,5,2,0,1,1,0,7,1,6,1,5.0,7,1,0,2,5,0
0752792C,31167,36,660,358,457,336,14,61,5,7,1,53,203,84,35,5,79,42,27,32,10,2.0,35,2,30,4,1,7
0731383G,8830,14,524,217,516,387,46,17,0,0,0,112,8,2,0,0,6,10,3,9,1,0.0,4,0,3,1,0,6
0290076A,3803,35,602,260,560,48,12,226,41,207,49,79,42,0,1,27,14,25,12,22,3,2.0,23,4,3,9,11,2
0480009Z,5801,18,655,128,641,48,15,40,15,34,11,519,14,0,9,0,5,11,0,10,0,2.0,6,4,2,2,2,5
0952196W,25156,12,29,1,15,0,0,1,0,14,4,0,14,1,1,6,6,6,0,4,1,3.0,5,2,0,0,5,1
0291751W,3899,28,83,36,76,5,0,8,0,35,8,28,7,0,2,3,2,16,6,13,3,7.0,9,1,1,2,6,7
0130051K,24101,15,413,376,413,127,26,140,24,43,8,103,0,0,0,0,0,14,14,14,0,0.0,12,1,3,8,1,2
0941772R,23288,56,7074,6176,7074,707,225,1094,438,969,502,4304,0,0,0,0,0,55,51,54,0,0.0,14,6,5,2,7,41
0062205P,27489,45,355,296,322,136,27,11,4,5,1,170,33,3,1,1,28,42,33,34,8,6.0,15,1,12,1,2,27
0572081C,26949,16,1186,483,1186,839,124,111,29,22,5,214,0,0,0,0,0,16,6,16,0,1.0,12,3,11,0,1,4
0211053F,23714,12,29,17,23,2,0,6,2,3,0,12,6,1,1,0,4,12,7,11,1,9.0,8,2,1,5,2,4
0290346U,32768,40,1540,620,1540,1029,104,156,30,29,13,326,0,0,0,0,0,37,18,37,0,2.0,28,4,26,2,0,9
0590122M,6807,60,1203,929,1203,346,101,336,129,28,19,493,0,0,0,0,0,58,41,58,0,15.0,27,7,19,8,0,31
9730429D,21093,90,321,250,262,175,84,23,13,15,5,49,59,10,2,8,39,82,62,55,26,25.0,53,22,40,5,8,29
0512004B,16731,27,239,158,212,101,11,52,20,6,4,53,27,2,6,2,17,17,11,15,2,1.0,12,3,8,4,0,5
0141408E,19196,80,1599,1249,1599,974,131,82,20,4,2,539,0,0,0,0,0,80,60,80,0,2.0,53,7,47,6,0,27
0310044E,4056,24,322,52,271,22,7,87,21,63,30,99,51,4,5,16,26,13,2,11,2,1.0,8,5,0,2,6,5
9720004X,11796,24,281,31,281,63,20,70,33,79,48,69,0,0,0,0,0,24,1,24,0,6.0,24,14,8,8,8,0
0512131P,32567,22,143,114,143,143,9,0,0,0,0,0,0,0,0,0,0,18,16,18,0,0.0,18,2,18,0,0,0
0622949U,7461,48,238,151,227,151,33,1,1,0,0,75,11,3,1,1,6,25,19,25,0,13.0,25,6,25,0,0,0
0693330V,21681,16,379,6,379,61,6,125,27,108,32,85,0,0,0,0,0,16,1,16,0,4.0,13,4,2,6,5,3
0342091N,14181,31,500,319,447,19,6,153,82,94,57,181,53,4,11,13,25,35,27,24,11,2.0,29,18,4,14,11,6
0921484N,11128,30,583,54,346,60,13,119,48,62,31,105,237,69,0,52,116,25,4,14,11,3.0,19,5,8,7,4,6
0751719L,24021,8,45,35,35,10,4,2,2,0,0,23,10,0,1,1,8,8,6,4,4,1.0,2,1,0,2,0,6
0330126H,4316,35,1057,679,1052,96,23,380,136,328,144,248,5,0,0,5,0,33,22,33,0,3.0,31,17,2,17,12,2
0210017E,3184,24,563,380,563,36,10,198,75,170,67,159,0,0,0,0,0,23,15,23,0,1.0,21,9,2,9,10,2
0592921E,6904,35,554,348,492,135,30,108,33,37,17,212,62,2,8,12,40,32,22,28,4,10.0,22,7,11,8,3,10
9710052E,19874,15,65,28,64,9,4,19,12,26,17,10,1,1,0,0,0,15,9,15,0,8.0,15,10,2,6,7,0
0860856N,23869,70,485,361,485,378,105,19,3,8,6,80,0,0,0,0,0,71,53,71,0,71.0,56,18,51,3,2,15
0692437Z,18428,18,96,76,82,50,18,4,0,1,1,27,14,3,0,0,11,16,13,8,8,3.0,7,4,7,0,0,9
0421574H,23233,70,3599,3018,3599,621,134,738,208,295,123,1945,0,0,0,0,0,78,71,78,0,2.0,40,19,8,17,15,38
0592969G,6932,40,306,28,267,56,16,87,30,46,17,78,39,10,0,0,29,34,2,32,2,13.0,28,9,9,12,7,6
9711279N,25254,15,114,107,114,22,14,33,9,21,16,38,0,0,0,0,0,15,14,15,0,12.0,6,2,2,2,2,9
0730858L,8806,55,173,152,144,105,32,15,5,3,1,21,29,4,2,4,19,24,21,17,7,7.0,17,6,13,3,1,7
0590343C,25918,172,952,480,952,943,59,0,0,0,0,9,0,0,0,0,0,178,105,178,0,145.0,177,12,177,0,0,1
0190012K,3139,18,299,79,287,13,3,29,9,69,28,176,12,4,0,0,8,17,4,15,2,7.0,15,6,1,7,7,2
0690199S,23163,194,10589,9012,10589,1914,434,1681,485,1154,484,5840,0,0,0,0,0,194,175,194,0,12.0,132,32,59,54,19,62
0251994G,3485,24,231,13,229,18,7,39,13,94,34,78,2,0,0,0,2,24,3,23,1,6.0,21,9,3,5,13,3
0632035V,14403,35,748,596,748,563,122,24,4,3,3,158,0,0,0,0,0,35,32,35,0,17.0,33,12,33,0,0,2
0541774K,23184,26,3408,2735,3408,576,118,646,190,312,107,1874,0,0,0,0,0,26,24,26,0,1.0,18,7,1,7,10,8
0101037Y,32144,36,144,112,139,92,26,12,7,4,3,31,5,4,0,0,1,30,25,28,2,1.0,22,10,15,4,3,8
0311383K,31180,17,18,13,18,7,3,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
0341884N,4607,84,2234,1133,2234,1239,276,629,200,39,19,327,0,0,0,0,0,83,39,83,0,16.0,57,15,28,29,0,26
0751720M,28337,15,312,244,312,138,19,5,3,3,2,166,0,0,0,0,0,14,13,14,0,1.0,7,3,7,0,0,7
0311384L,31824,18,174,111,157,78,12,5,0,0,0,74,17,7,0,0,10,15,11,10,5,2.0,10,1,9,1,0,5
0781023N,9963,10,45,13,40,11,0,13,2,4,2,12,5,1,2,0,2,2,1,2,0,0.0,1,0,0,1,0,1
0291541T,23389,84,2500,2114,2500,510,70,536,119,272,78,1182,0,0,0,0,0,92,81,92,0,3.0,64,8,21,28,15,28
